age,bmi,km5_time_seconds,km10_time_seconds,km10_time_minutes,sex
42,23.5923233,1345,,,male
42,24.85795403,1234,2328,38.8,male
42,28.05194664,1274,,,male
42,22.50635719,,2388,39.8,male
42,23.61009026,1140,,,male
42,23.74768066,1203,,,male
42,25.10309982,1338,2632,43.86666667,male
42,25.87862206,1318,,,male
42,21.23312569,1052,2294,38.23333333,male
42,19.9094696,,2898,48.3,male
42,26.40168762,,2467,41.11666667,male
42,23.54119873,,3280,54.66666667,male
42,25.95398712,1233,2653,44.21666667,male
42,24.6258564,,2891,48.18333333,male
43,20.63079834,1141,2340,39,male
43,25.95398712,1210,,,male
43,25.92195129,1260,2610,43.5,male
43,23.90596962,1295,,,male
43,26.06396484,1635,3370,56.16666667,male
43,23.06619835,1147,,,male
43,23.08344269,1723,4323,72.05,male
43,33.67003632,1800,,,male
43,22.50635719,1208,,,male
43,23.30609322,1307,2920,48.66666667,male
43,23.15398788,1265,,,male
43,23.43504143,,2863,47.71666667,male
43,25.97402573,1440,,,male
43,26.73796654,1086,,,male
43,19.6209259,1163,,,male
43,23.14814949,1050,,,male
43,24.55106735,1110,2350,39.16666667,male
43,29.17645264,,3325,55.41666667,male
43,24.28824997,1097,2313,38.55,male
43,24.3044014,1123,,,male
43,24.57002449,,2562,42.7,male
43,23.08344269,1229,2646,44.1,male
43,23.67722511,,2820,47,male
43,27.5420742,,2988,49.8,male
43,19.64085388,1346,,,male
43,25.24778557,1490,3242,54.03333333,male
43,23.37171364,1255,2655,44.25,male
43,29.09720039,1290,,,male
43,22.80591202,1054,,,male
43,26.69023323,,3367,56.11666667,male
43,32.96857834,,3732,62.2,male
43,24.55106735,,2316,38.6,male
43,30.55125809,1546,,,male
44,25.6369915,1218,2470,41.16666667,male
44,22.14966202,1350,2700,45,male
44,23.49176788,,2410,40.16666667,male
44,23.5923233,1196,,,male
44,22.79490089,1423,2959,49.31666667,male
44,24.20903206,,2348,39.13333333,male
44,21.5213356,1484,,,male
44,25.20478821,1364,2874,47.9,male
44,26.09427834,1364.5,,,male
44,26.73796654,,3720,62,male
44,25.16514397,1541,,,male
44,27.9035244,1287,2537,42.28333333,male
44,21.9292717,,2166,36.1,male
44,23.84960938,,2480,41.33333333,male
44,24.44100571,,2030,33.83333333,male
44,31.93503761,1644,3499,58.31666667,male
45,21.97979736,1130,,,male
45,27.5420742,1530,3120,52,male
45,25.68033028,1430,,,male
45,21.38588142,1025,,,male
45,24.30183029,1367,2815,46.91666667,male
45,25.24751663,1226,,,male
45,24.55106735,,2497,41.61666667,male
45,25.21212006,,3040,50.66666667,male
45,25.93618584,1260,2580,43,male
45,26.44170189,1629,3277,54.61666667,male
45,25.81369209,1412,,,male
45,25.96857071,,3390,56.5,male
45,28.55020332,1609,,,male
45,23.87511635,,2565,42.75,male
45,30.70676613,1770,,,male
45,23.2189579,1175,,,male
45,21.640728,1142,2519,41.98333333,male
45,24.27201653,,2690,44.83333333,male
45,21.32435608,1187,2520,42,male
45,23.80480194,,2582,43.03333333,male
45,22.76068687,1042,2177,36.28333333,male
45,21.5213356,,2301,38.35,male
45,22.14966202,1120,,,male
45,26.6554451,,3240,54,male
45,22.24534607,1312,,,male
45,22.36208534,,2520,42,male
45,26.41929436,1740,,,male
45,33.81566238,1707,,,male
45,29.18069839,1413,,,male
45,28.2003727,1320,,,male
45,27.21805,1148,,,male
45,27.79797935,1520,3383,56.38333333,male
45,23.84960938,1980,,,male
45,21.0636425,,2380,39.66666667,male
45,25.51029968,1815,3612,60.2,male
45,25.23191071,1395,,,male
45,24.17159081,1424,2971,49.51666667,male
45,20.91937065,1027,,,male
46,25.21212006,,2820,47,male
46,19.47665596,1042,2214,36.9,male
46,23.74768066,1258,,,male
46,25.96857071,,2385,39.75,male
46,22.17678452,,2497,41.61666667,male
46,21.22448921,1257,2730,45.5,male
46,21.22448921,1009,,,male
46,21.04377174,,2396,39.93333333,male
46,24.69135857,1480,,,male
46,26.7323513,1180,,,male
46,29.88360977,,3441,57.35,male
46,24.96845627,1320,,,male
46,27.03786278,1426,3026,50.43333333,male
46,32.07151031,2469,,,male
46,19.64085388,1013,,,male
46,30.29701996,,2700,45,male
46,23.64034653,1174,,,male
46,22.13324356,1025,,,male
46,22.01950264,898,,,male
47,23.20066833,1180,,,male
47,25.89813232,1248,,,male
47,29.56904411,1540,3350,55.83333333,male
47,24.9719429,1331,2997,49.95,male
47,21.38588142,1002,,,male
47,24.57002449,1139,,,male
47,35.4605217,,3241,54.01666667,male
47,28.13294601,,2970,49.5,male
47,22.16610718,1221,,,male
47,21.83592224,,2450,40.83333333,male
47,23.70931816,1318,,,male
47,22.84348106,1200,,,male
47,29.88360977,1830,3630,60.5,male
47,24.69135857,,2932,48.86666667,male
47,25.66305733,1198,,,male
47,25.23407936,1159,,,male
47,25.24751663,1050,,,male
47,24.55106735,,3103,51.71666667,male
47,24.48979568,1203,,,male
47,24.70283508,1069,2341,39.01666667,male
47,22.51829529,1432,,,male
47,24.55106735,,2504,41.73333333,male
47,24.09060478,1250,,,male
48,25.24778557,1220,2441,40.68333333,male
48,24.95965385,1073,,,male
48,21.87164688,1281,2904,48.4,male
48,26.7320137,1390,3107,51.78333333,male
48,27.4961338,,2646,44.1,male
48,27.4938736,1318,,,male
48,20.75451279,1155,,,male
48,20.20202065,,2078,34.63333333,male
48,28.05836296,1632,,,male
48,27.4961338,,3600,60,male
48,25.53605843,1371,2896,48.26666667,male
48,25.67717934,1710,,,male
49,24.13549423,,2363,39.38333333,male
49,23.37423897,,3326,55.43333333,male
49,23.66060638,,2581,43.01666667,male
49,26.27408218,1235,,,male
49,36.46060944,2055,,,male
49,24.48979568,,3180,53,male
49,24.04452515,1290,2907,48.45,male
49,23.45083618,,2555,42.58333333,male
49,23.84960938,1194,,,male
49,23.27272797,,3405,56.75,male
49,20.62209892,1381,,,male
49,27.45825768,1385,2954,49.23333333,male
49,25.95398712,1447,,,male
49,22.13814735,1210,2600,43.33333333,male
49,24.1929512,1758,3900,65,male
49,23.90596962,1050,2130,35.5,male
49,22.26345062,1238,2714,45.23333333,male
49,23.47361565,1430,3520,58.66666667,male
50,22.51829529,1218,,,male
50,24.13549423,,3480,58,male
50,22.16610718,1322,,,male
50,24.52615929,1190,2610,43.5,male
50,23.00573349,,2358,39.3,male
50,24.44100571,1189,,,male
50,23.84960938,1440,3480,58,male
50,25.97402573,1260,2580,43,male
50,22.9631958,1346,3009,50.15,male
50,24.95897293,,2661,44.35,male
50,25.96857071,1349,2888,48.13333333,male
50,22.60793114,,2472,41.2,male
50,23.14814949,1264,2624,43.73333333,male
50,24.37873268,1610,,,male
50,22.14966202,1250,2591,43.18333333,male
50,25.04382706,1157,,,male
50,27.45825768,,2880,48,male
51,23.84960938,1240,,,male
51,24.43181801,,2565,42.75,male
51,23.90596962,1480,,,male
51,26.56771851,,2890,48.16666667,male
51,21.88552284,1195,2490,41.5,male
51,31.84507942,1489,,,male
51,26.7320137,1620,3285,54.75,male
51,23.45083618,,2490,41.5,male
51,21.74523163,1113,,,male
51,19.39039803,1206,,,male
51,26.12132645,,2701,45.01666667,male
51,27.2949028,1680,,,male
51,23.03664017,1280,2510,41.83333333,male
51,27.35690308,1340,2815,46.91666667,male
52,23.65378189,1310,2626,43.76666667,male
52,22.28657722,,3489,58.15,male
52,26.42340279,1547,,,male
52,23.08344269,1240,,,male
52,24.78786659,1980,,,male
52,21.24975014,1462,,,male
52,25.95398712,1263,,,male
52,23.80480194,1309,,,male
52,22.14966202,1175,,,male
52,26.16460609,1435,2960,49.33333333,male
52,23.14814949,1140,,,male
53,22.13324356,1529,,,male
53,22.41249084,1289,2694,44.9,male
53,23.37171364,1240,,,male
53,24.85795403,,2818,46.96666667,male
53,20.77485466,1396,,,male
53,26.40168762,2160,4320,72,male
53,22.68170738,,2482,41.36666667,male
53,22.30639839,1143,2496,41.6,male
53,25.67717934,1307,,,male
53,29.09720039,1547,3191,53.18333333,male
53,23.37423897,1318,,,male
53,25.89813232,1345,,,male
53,23.00556564,,2475,41.25,male
53,23.16774559,1050,,,male
53,21.5213356,1166,,,male
53,24.30183029,1289,2692,44.86666667,male
54,28.2003727,1560,,,male
54,21.38588142,1620,,,male
54,26.73796654,1323,,,male
54,21.2900238,1041,,,male
54,24.30183029,1442,3001,50.01666667,male
54,25.5287571,1609,,,male
54,26.40168762,1560,3360,56,male
54,20.91937065,,2880,48,male
54,23.00556564,1121,2318,38.63333333,male
54,23.56902504,1290,,,male
54,25.96887398,,2857,47.61666667,male
55,23.52446938,1332,,,male
55,24.0420742,,2560,42.66666667,male
55,24.1301918,1290,,,male
55,21.3521862,1168,2496,41.6,male
55,20.25152397,1054,,,male
55,22.51829529,,2585,43.08333333,male
55,20.42828369,1357,,,male
55,22.72727203,,2820,47,male
55,22.51829529,1230,,,male
55,20.58569527,1157,2771,46.18333333,male
55,22.26345062,,2890,48.16666667,male
55,22.70872116,1110,,,male
55,25.11189079,1319,,,male
55,26.7323513,,2779,46.31666667,male
56,23.52446938,,2548,42.46666667,male
56,22.41187286,,2345,39.08333333,male
56,28.65964699,1920,4200,70,male
56,26.50505066,,2889,48.15,male
56,27.95440102,1698,,,male
56,23.01414108,1155,,,male
56,24.48979568,,3330,55.5,male
56,25.95398712,,3100,51.66666667,male
56,25.47970772,1230,,,male
56,32.07151031,,3580,59.66666667,male
56,20.57555008,1080,2261,37.68333333,male
56,24.48979568,,3096,51.6,male
56,25.25252724,1380,2160,36,male
56,25.04382706,,3210,53.5,male
56.5,24.55300903,1243,2732,45.53333333,male
57,24.44100571,1200,2700,45,male
57,27.35690308,1620,3540,59,male
57,24.38188744,,4800,80,male
57,22.79490089,1381,2876,47.93333333,male
57,25.95398712,1320,,,male
58,23.49176788,1304,2819,46.98333333,male
58,24.15598869,1226,2524,42.06666667,male
58,21.3521862,,2144,35.73333333,male
58,25.16514397,1207,,,male
58,21.04377174,1090,,,male
58,28.85430336,2340,,,male
58,21.74523163,1208,,,male
58,25.23407936,,3420,57,male
58,26.4293766,1330,,,male
58,29.74965096,,4260,71,male
58,23.82998085,1172,2387,39.78333333,male
59,23.24191475,1390,,,male
59,24.1929512,1410,,,male
59,24.78664017,1477,,,male
59,27.21429443,,3321,55.35,male
59,22.14966202,1389,2948,49.13333333,male
60,22.66431808,2140,3551,59.18333333,male
60,28.05836296,1930,4150,69.16666667,male
60,32.40740967,2040,,,male
60,27.55586243,,3600,60,male
60,24.55106735,1698,3419,56.98333333,male
60,24.17527199,,3550,59.16666667,male
60,24.37873268,1121,,,male
60,23.87511635,,2769,46.15,male
60,22.44668961,,2541,42.35,male
61,23.94003868,1470,,,male
61,23.4375,1395,2992,49.86666667,male
61,25.20478821,,3066,51.1,male
61,30.16274071,,4020,67,male
61,22.91344261,1375,2880,48,male
61,23.74768066,1253,,,male
61,24.52615929,1643,3573,59.55,male
62,23.24191475,,3972,66.2,male
62,24.23761749,1308,2733,45.55,male
62,23.58257103,1500,,,male
62,23.70467758,1210,2515,41.91666667,male
63,27.41159058,1620,3240,54,male
63,27.6816597,,3600,60,male
63,21.74523163,1714,,,male
64,27.03786278,,2898,48.3,male
64,24.22145271,1300,,,male
64,24.37873268,,2728,45.46666667,male
64,23.37423897,1790,,,male
64,27.45825768,1590,3568,59.46666667,male
64,23.84960938,1465,,,male
64,29.68460083,1511,3910,65.16666667,male
65,22.30241966,1223,,,male
65,24.56541252,1772,3787,63.11666667,male
65,24.56541252,,3787,63.11666667,male
65,24.61538506,1612,,,male
65,23.90688896,2220,3286,54.76666667,male
65,33.18244934,1751,3570,59.5,male
66,23.29388237,2045,,,male
66,20.76318932,1446,,,male
66,21.5213356,1235,2526,42.1,male
67,28.05836296,,4500,75,male
67,26.71614075,1923,3639,60.65,male
67,25.02160454,1375,,,male
67,21.54762268,1690,3492,58.2,male
67,22.50635719,,3242,54.03333333,male
68,26.27408218,1441,,,male
70,24.30183029,1591,,,male
70,26.42340279,,3480,58,male
74,21.640728,1980,4200,70,male
16,20.81165504,1086,,,female
17,19.20026779,1275,,,female
18,20.20201874,1169,2778,46.3,female
18,20.24406624,1548,,,female
20,20.38228798,1460,,,female
20,20.03506279,1201,2640,44,female
20,23.64960861,1875,3691,61.51666667,female
21,20.71779442,1620,3746,62.43333333,female
21,22.89402771,1304,,,female
21,18.28835106,,3350,55.83333333,female
22,30.18465805,1837,,,female
22,31.45643044,1920,,,female
22,21.98859215,1564,3154,52.56666667,female
22,24.18745041,1478,,,female
22,22.3776226,1947,4020,67,female
22,21.87164688,,2628,43.8,female
23,24.20903206,2040,,,female
23,20.65626717,1608,3171,52.85,female
23,22.19460106,1285,,,female
23,22.13603401,1600,3594,59.9,female
23,21.484375,,3554,59.23333333,female
23,19.17613602,1350,,,female
23,20.86985588,1690,,,female
23,20.41903305,,3414,56.9,female
23,20.81165504,1326,,,female
23,15.42838573,1009,,,female
23,22.3776226,1330,,,female
23,23.12047768,1201,,,female
23,20.44668007,1530,,,female
23,23.97016907,1393,,,female
23,21.51694489,1171,,,female
24,21.86121559,,2620,43.66666667,female
24,20.19801331,1635,3562,59.36666667,female
24,22.17183113,2297,4926,82.1,female
24,20.31199646,1424,3268,54.46666667,female
24,24.73716545,2029,,,female
24,21.38588142,1143,2301,38.35,female
24,21.06158638,1037,,,female
24,21.30414772,1583,3185,53.08333333,female
24,21.70493698,,2625,43.75,female
24,25.65335846,1872,,,female
24,21.75764084,1354,,,female
24,20.81165504,,3394,56.56666667,female
24,21.51694489,1303,,,female
24,19.50298691,1626,3972,66.2,female
24,22.3776226,,3017,50.28333333,female
24,21.30681801,1268,,,female
24,21.98859215,,3202,53.36666667,female
24,25.24751663,2115,,,female
24,22.90478325,1680,,,female
25,23.83127403,1648,3277,54.61666667,female
25,19.70114517,1609,,,female
25,23.82097435,,3192,53.2,female
25,22.19460106,1236,,,female
25,21.70465088,,3665,61.08333333,female
25,23.64960861,1240,,,female
25,26.7320137,1621,,,female
25,21.62211609,,2798,46.63333333,female
25,24.95965385,1478,,,female
25,20.81165504,,3294,54.9,female
25,23.08238602,1130,,,female
25,21.87161064,1525,3356,55.93333333,female
25,24.20903206,1308,,,female
25,23.37423897,1100,,,female
25,23.06616592,1778,,,female
25,22.01950264,1312,,,female
25,22.80591202,1680,,,female
25,20.20201874,1226,,,female
25,30.9844017,2537,,,female
26,29.00018501,1490,,,female
26,22.13603401,,2772,46.2,female
26,25.16318321,,2698,44.96666667,female
26,23.97016907,1644,3349,55.81666667,female
26,20.95170403,1340,,,female
26,21.17267418,1524,,,female
26,22.89402771,1532,,,female
26,25.92195129,2130,,,female
26,24.69330025,1785,3900,65,female
26,22.53944397,1690,,,female
26,25.04382706,2106,4526,75.43333333,female
26,20.25152397,1710,4800,80,female
26,22.35768318,1751,3541,59.01666667,female
26,19.86567116,1026,,,female
26,19.62345314,1240,2660,44.33333333,female
26,25.25252533,1582,,,female
26,20.05374146,1680,,,female
26,22.19460106,1813,,,female
26,19.44146538,,3047,50.78333333,female
26,23.04032135,1335,2642,44.03333333,female
26,22.14966202,1980,,,female
26,42.42424011,2103,,,female
26,24.09897804,1622,,,female
26,21.07240105,1320,,,female
26,22.03728104,,2730,45.5,female
26,24.48979568,,3525,58.75,female
26,25.37774658,1398,2833,47.21666667,female
26,23.74960518,1869,,,female
26,22.54971504,1227,,,female
27,24.20903206,1660,,,female
27,28.76840973,1990,3930,65.5,female
27,18.07423401,1490,,,female
27,20.15620995,1335,,,female
27,22.3776226,,2576,42.93333333,female
27,22.80591202,1980,,,female
27,21.89049911,1482,3405,56.75,female
27,18.91262627,1188,2395,39.91666667,female
27,25.04382706,1649,,,female
27,24.85795403,1434,,,female
27,22.84372139,1457,,,female
27,20.20201874,,2700,45,female
27,23.37423897,1568,3475,57.91666667,female
27,20.77414703,1142,,,female
27,22.3776226,1462,,,female
27,20.89957428,1498,2766,46.1,female
27,24.95965385,1530,,,female
27,25.65335846,1740,3660,61,female
27,23.67722511,1295,,,female
27,19.92143822,1634,,,female
27,22.20552635,1492,,,female
27,20.3689785,,3300,55,female
27,31.33895493,,4115,68.58333333,female
27,24.30183029,1335,,,female
27,20.20201874,,3130,52.16666667,female
27,25.04382706,1648,,,female
27,23.81579399,1387,,,female
27,24.54295158,2017,,,female
27,24.6258564,,4080,68,female
27,27.5420742,,3691,61.51666667,female
27,20.65626717,1169,,,female
27,21.86121559,1569,3261,54.35,female
27,21.30681801,1721,,,female
27,22.19460106,,3150,52.5,female
27,20.3689785,1380,,,female
27,22.0385685,1275,,,female
28,18.99857903,1486,,,female
28,34.2265625,3679,7085,118.0833333,female
28,18.87998581,,3496,58.26666667,female
28,29.82954597,2527,5498,91.63333333,female
28,20.41903305,1530,,,female
28,23.5923233,1245,,,female
28,20.24406624,1329,2812,46.86666667,female
28,22.89282227,,2625,43.75,female
28,23.74768066,2298,,,female
28,21.62211609,1180,,,female
28,26.1091671,1754,3493,58.21666667,female
28,21.17267418,1500,,,female
28,22.79490089,1454,,,female
28,19.86567116,1625,,,female
28,20.77414703,,2401,40.01666667,female
28,19.92750168,1105,2365,39.41666667,female
28,22.19460106,1401,2892,48.2,female
28,24.37873268,,4320,72,female
28,20.91324425,1163,,,female
28,20.75071716,1685,,,female
28,20.77922058,,2343,39.05,female
28,31.25,1737,3364,56.06666667,female
28,29.296875,1951,,,female
28,22.3776226,1350,,,female
28,18.82102203,1297,,,female
28,22.20552635,1800,,,female
28,22.3776226,1146,,,female
28,23.74768066,1793,3774,62.9,female
28,22.35768318,1144,,,female
28,22.70640373,1860,3300,55,female
28,20.86985588,,2989,49.81666667,female
28,22.68170738,1176,,,female
29,24.37873268,1650,,,female
29,25.54157829,1485,3120,52,female
29,20.81165504,,3090,51.5,female
29,24.20903206,1661,,,female
29,17.86459732,1247,,,female
29,22.22222137,,3530,58.83333333,female
29,19.44341469,1470,3300,55,female
29,24.0420742,1749,3246,54.1,female
29,21.17267418,1460,3011,50.18333333,female
29,20.25152397,1175,,,female
29,21.87164688,1860,,,female
29,25.04382706,1684,,,female
29,20.522686,1220,,,female
29,32.44484711,2460,5400,90,female
29,26.1091671,1696,3859,64.31666667,female
29,24.73716545,1601,,,female
29,22.20552635,,3230,53.83333333,female
29,27.1192646,1620,,,female
29,21.87164688,1658,,,female
29,20.60606003,,2700,45,female
29,18.63140297,1210,,,female
29,26.63352203,1865,3720,62,female
29,27.19741821,1660,,,female
29,22.70362473,1749,3056,50.93333333,female
29,21.43887711,,3240,54,female
29,25.79427338,1670,,,female
29,27.4961338,,3540,59,female
29,25.74573708,2025,,,female
29,23.23830032,1361,2836,47.26666667,female
29,20.41903305,1320,,,female
29,21.62211609,1684,,,female
29,21.43887711,1423,2949,49.15,female
29,21.70493698,,3305,55.08333333,female
29,23.82097435,1130,,,female
29,24.20903206,,2896,48.26666667,female
29,24.85795403,1594,3720,62,female
29,23.84500694,1565,,,female
29,22.70362473,1403,,,female
29,21.38588142,1660,3580,59.66666667,female
29,23.97016907,1740,,,female
29,23.46041107,1440,2967,49.45,female
30,25.74573708,1896,,,female
30,21.30681801,1364,2935,48.91666667,female
30,32.05609894,2230,4561,76.01666667,female
30,46.90821457,1701,,,female
30,21.30681801,,2972,49.53333333,female
30,21.86121559,,3472,57.86666667,female
30,20.13211632,,2922,48.7,female
30,21.38588142,2100,3720,62,female
30,21.53769112,,2595,43.25,female
30,25.95155525,1875,,,female
30,21.75764084,,3581,59.68333333,female
30,23.64960861,,3368,56.13333333,female
30,24.37873268,1487,,,female
30,34.2265625,2109,,,female
30,23.45410728,1562,,,female
30,26.21254158,,3871,64.51666667,female
30,20.522686,,2973,49.55,female
30,32.05609894,2277,,,female
30,20.41903305,1320,,,female
30,22.01950264,,3308,55.13333333,female
30,18.32382584,1680,,,female
30,24.24242401,1116,,,female
30,26.63352203,1955,,,female
30,24.09897804,1448,,,female
30,21.69922447,1067,2169,36.15,female
30,25.92195129,1648,3484,58.06666667,female
30,26.98863602,1794,4448,74.13333333,female
30,23.23830032,1592,,,female
30,21.38588142,,3153,52.55,female
30,21.53769112,1459,,,female
30,21.25563812,1230,,,female
30,24.44324875,1737,,,female
30,19.70114517,1278,2664,44.4,female
30,23.49176788,,3259,54.31666667,female
30,21.5213356,1808,,,female
30,18.91968727,1565,3420,57,female
30,20.41903305,,2500,41.66666667,female
30,21.37924576,1267,,,female
31,25.25252533,,2955,49.25,female
31,19.97297096,1451,,,female
31,21.30681801,1234,,,female
31,22.62626266,1414,,,female
31,25.87862206,,3100,51.66666667,female
31,22.58698082,,3239,53.98333333,female
31,23.80480194,1418,2954,49.23333333,female
31,21.81818199,1447,,,female
31,23.87511635,2122,4942,82.36666667,female
31,20.65626717,1338,,,female
31,23.00573349,1296,,,female
31,26.26262665,1513,2914,48.56666667,female
31,26.71341515,1638,3855,64.25,female
31,20.86985588,1185,,,female
31,21.38588142,1454,,,female
31,22.0385685,1327,,,female
31,21.07240105,,3024,50.4,female
31,20.15620995,1150,,,female
31,24.85058212,1500,,,female
31,22.26345062,1400,3120,52,female
31,47.18464661,1801,4548,75.8,female
31,23.84500694,1980,3902,65.03333333,female
31,24.52615929,1371,,,female
31,21.38923454,1162,,,female
31,24.5955925,1769,,,female
31,22.80591202,1440,,,female
31,27.3800621,1943,,,female
31,18.32382584,,3333,55.55,female
31,23.80480194,2400,,,female
31,20.3689785,1468,,,female
31,20.55720139,,2550,42.5,female
31,24.20903206,1680,3780,63,female
31,23.00573349,1207,,,female
31,23.79261398,2309,,,female
31,25.74573708,,3030,50.5,female
31,21.03681564,1223,,,female
31,21.07240105,1282,,,female
31,25.16318321,1943,,,female
31,23.49176788,,3240,54,female
31,22.68170738,,2406,40.1,female
31,22.47685242,,2872,47.86666667,female
31,25.71166229,1675,3455,57.58333333,female
31,18.69939232,1386,2881,48.01666667,female
31,22.01950264,1620,,,female
31,26.93602562,,2780,46.33333333,female
31,19.53125,1410,,,female
31,25.95398712,1455,,,female
31,19.29808044,1135,2382,39.7,female
31,23.04032135,1590,,,female
31,23.97016907,1740,4200,70,female
32,21.70493698,,3300,55,female
32,22.72727203,,2591,43.18333333,female
32,24.20903206,2122,4622,77.03333333,female
32,25.74573708,1605,,,female
32,22.2054863,1245,,,female
32,21.21212006,1365,,,female
32,21.38588142,1697,,,female
32,21.484375,1927,6362,106.0333333,female
32,20.86985588,1151,,,female
32,23.08238602,1839,,,female
32,21.12926102,2336,,,female
32,19.44146538,1710,3728,62.13333333,female
32,21.87164688,1574,,,female
32,21.87164688,,3480,58,female
32,24.53601456,1695,,,female
32,20.44668007,1534,,,female
32,24.43136024,1676,,,female
32,24.73716545,2100,,,female
32,20.10368919,1530,,,female
32,21.23309135,1383,3026,50.43333333,female
32,22.68170738,1620,,,female
32,29.21779823,1572,,,female
32,23.00556564,1828,,,female
32,26.20307159,,3092,51.53333333,female
32,23.45410728,1650,,,female
32,24.85795403,1361,,,female
32,23.23830032,1630,,,female
32,17.75568008,1154,,,female
32,21.37073326,1286,,,female
32,22.3776226,,2634,43.9,female
32,19.15548325,1542,2820,47,female
32,24.13981819,,4402,73.36666667,female
32,25.04382706,1657,3420,57,female
32,24.5955925,,2530,42.16666667,female
32,31.45643044,2244,3913,65.21666667,female
32,24.09897804,1848,3957,65.95,female
32,21.484375,1984,3937,65.61666667,female
32,20.31199646,,3300,55,female
32,21.87164688,,3000,50,female
33,26.21254158,,4018,66.96666667,female
33,21.30681801,1110,2240,37.33333333,female
33,26.48756218,,4030,67.16666667,female
33,26.56954765,,3636,60.6,female
33,23.67722511,,2642,44.03333333,female
33,25.10364342,1667,,,female
33,25.16514397,,2998,49.96666667,female
33,26.63352203,2185,,,female
33,23.04032135,1516,,,female
33,31.05434608,2115,,,female
33,24.50284004,1470,,,female
33,20.24147606,1568,,,female
33,29.77944946,1870,3900,65,female
33,25.92195129,1734,,,female
33,23.37423897,1549,,,female
33,21.12926102,1788,,,female
33,24.24242401,2709,5257,87.61666667,female
33,21.06158638,,2545,42.41666667,female
33,21.70465088,,3360,56,female
33,22.72189331,,3325,55.41666667,female
33,26.66666603,1652,,,female
33,21.75764084,1323,2727,45.45,female
33,28.2003727,,4526,75.43333333,female
33,20.81165504,1045,2219,36.98333333,female
33,30.18465805,1809,3810,63.5,female
33,20.89957428,1246,2487,41.45,female
33,25.16514397,1557,,,female
33,23.08238602,1393,3173,52.88333333,female
33,20.48413086,,2720,45.33333333,female
33,22.08595085,1338,2960,49.33333333,female
33,21.07240105,1078,,,female
33,21.5213356,1680,3420,57,female
33,21.640728,1333,,,female
33,22.68170738,1650,,,female
33,24.20903206,,4140,69,female
33,20.25152397,1490,,,female
33,26.29836655,1604,4200,70,female
33,21.51694489,1188,,,female
33,22.72154427,,3267,54.45,female
33,23.49176788,1360,,,female
34,22.19460106,1653,3439,57.31666667,female
34,18.36547279,1096,,,female
34,21.74523163,1360,,,female
34,20.06391907,,3420,57,female
34,23.37423897,,2570,42.83333333,female
34,20.73756218,1360,,,female
34,20.70289803,,3577,59.61666667,female
34,24.5955925,,3660,61,female
34,23.97780609,1647,,,female
34,24.50284004,1370,,,female
34,22.72727203,1560,,,female
34,25.74573708,,3660,61,female
34,23.08238602,1315,,,female
34,23.80480194,,3080,51.33333333,female
34,23.58257103,1603,,,female
34,20.91324425,1277,,,female
34,20.70289803,1213,,,female
34,26.6810112,2040,3364,56.06666667,female
34,29.32920837,,4687,78.11666667,female
34,24.84848595,1892,3960,66,female
34,28.31078911,2193,,,female
34,21.70465088,1360,,,female
34,29.26304436,,4562,76.03333333,female
34,19.85831833,1402,,,female
34,22.91344261,,4044,67.4,female
34,22.3776226,,3240,54,female
34,31.27214241,2520,,,female
34,24.14772606,2010,3750,62.5,female
34,28.94712257,2063,,,female
34,21.87164688,,2640,44,female
34,21.51694489,1879,4310,71.83333333,female
34,20.89263725,1253,,,female
34,23.67722511,,3592,59.86666667,female
35,22.19460106,1336,,,female
35,23.64960861,1342,2815,46.91666667,female
35,23.64960861,1483,,,female
35,20.86985588,1499,,,female
35,22.3776226,1422,3136,52.26666667,female
35,24.37873268,,3699,61.65,female
35,19.07708359,1333,,,female
35,21.70465088,,2690,44.83333333,female
35,22.01950264,1590,,,female
35,23.00556564,,3997,66.61666667,female
35,22.87336349,1416,2990,49.83333333,female
35,20.24406624,1580,,,female
35,24.18745041,,3401,56.68333333,female
35,35.00142288,3400,,,female
35,27.21805,2319,,,female
35,25.54157829,1620,,,female
35,20.13211632,1234,2538,42.3,female
35,23.23830032,1567,,,female
35,30.05259323,2575,,,female
35,21.38588142,1303,,,female
35,24.85795403,1585,,,female
35,25.16514397,1463,3122,52.03333333,female
35,24.09897804,1870,,,female
35,22.26345062,2134,4043,67.38333333,female
35,29.21779823,,3537,58.95,female
35,18.93491173,1350,2845,47.41666667,female
35,25.597929,1518,3565,59.41666667,female
35,25.65335846,1477,3260,54.33333333,female
35,23.23232269,1800,,,female
35,25.24751663,,2778,46.3,female
35,20.65626717,,2834,47.23333333,female
35,20.73756218,,2781,46.35,female
35,19.27918243,1183,,,female
35,23.37423897,,3660,61,female
35,19.96772385,,2744,45.73333333,female
35,18.84972191,,2400,40,female
35,22.70362473,1450,,,female
35,22.68170738,,3562,59.36666667,female
36,23.82097435,1665,,,female
36,24.73716545,1716,,,female
36,19.29499054,1352,,,female
36,23.23232269,1468,,,female
36,25.28688049,1980,,,female
36,20.57555008,1194,,,female
36,20.44668007,1317,,,female
36,23.27125931,1380,2929,48.81666667,female
36,27.54168892,,3720,62,female
36,27.99622345,2016,,,female
36,25.40861511,2115,4210,70.16666667,female
36,23.23830032,1437,,,female
36,21.06158638,1498,,,female
36,21.38588142,1620,,,female
36,23.81579399,1667,3915,65.25,female
36,21.87164688,1800,,,female
36,20.03506279,1407,,,female
